CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01002|000501000000000|01-187|607|78824|0.77
01|01002|000501000000000|01-501|2180|78824|2.76
01|01002|000501000000000|01-502|15094|78824|19.14
01|01002|000501000000000|01-503|50302|78824|63.81
01|01002|000501000000000|01-504|4279|78824|5.42
01|01002|000501000000000|13|548|78824|0.69
01|01002|000501000000000|87|4|78824|0.00
01|01002|000501000000000|88|67|78824|0.08
01|01002|000801000000000|01-187|630|79100|0.79
01|01002|000801000000000|01-501|2307|79100|2.91
01|01002|000801000000000|01-502|14862|79100|18.78
01|01002|000801000000000|01-503|48822|79100|61.72
01|01002|000801000000000|01-504|4117|79100|5.20
01|01002|000801000000000|13|564|79100|0.71
01|01002|000801000000000|5|2075|79100|2.62
01|01002|000801000000000|87|2302|79100|2.91
01|01002|000801000000000|88|82|79100|0.10
01|01002|000901002000000|01-501|2334|78957|2.95
01|01002|000901002000000|01-502|14873|78957|18.83
01|01002|000901002000000|01-503|48884|78957|61.91
01|01002|000901002000000|01-504|4118|78957|5.21
01|01002|000901002000000|13|573|78957|0.72
01|01002|000901002000000|5|2059|78957|2.60
01|01003|000100000000000|13|1329|111869|1.18
01|01003|000100000000000|131|1376|111869|1.23
01|01003|000100000000000|132|393|111869|0.35
01|01003|000100000000000|133|4952|111869|4.42
01|01003|000100000000000|135|44913|111869|40.14
01|01003|000100000000000|136|41642|111869|37.22
01|01003|000100000000000|137|9351|111869|8.35
01|01003|000100000000000|36|184|111869|0.16
01|01003|000100000000000|57|144|111869|0.12
01|01003|000100000000000|87|3937|111869|3.51
01|01003|000201000000000|01-187|1455|111717|1.30
01|01003|000201000000000|01-262|385|111717|0.34
01|01003|000201000000000|01-343|263|111717|0.23
01|01003|000201000000000|01-501|5254|111717|4.70
01|01003|000201000000000|01-502|39899|111717|35.71
01|01003|000201000000000|01-503|45604|111717|40.82
01|01003|000201000000000|01-504|8038|111717|7.19
01|01003|000201000000000|13|1131|111717|1.01
01|01003|000201000000000|5|951|111717|0.85
01|01003|000201000000000|86|156|111717|0.13
01|01003|000201000000000|87|3525|111717|3.15
01|01003|000201000000000|88|161|111717|0.14
01|01003|000301000000000|01-187|1842|111757|1.64
01|01003|000301000000000|01-262|385|111757|0.34
01|01003|000301000000000|01-343|263|111757|0.23
01|01003|000301000000000|01-501|5857|111757|5.24
01|01003|000301000000000|01-502|39164|111757|35.04
01|01003|000301000000000|01-503|45136|111757|40.38
01|01003|000301000000000|01-504|7994|111757|7.15
01|01003|000301000000000|13|1102|111757|0.98
01|01003|000301000000000|5|970|111757|0.86
01|01003|000301000000000|86|155|111757|0.13
01|01003|000301000000000|87|3479|111757|3.11
01|01003|000301000000000|88|177|111757|0.15
01|01003|000501000000000|01-187|1435|111978|1.28
01|01003|000501000000000|01-501|5120|111978|4.57
01|01003|000501000000000|01-502|40037|111978|35.75
01|01003|000501000000000|01-503|46539|111978|41.56
01|01003|000501000000000|01-504|7840|111978|7.00
01|01003|000501000000000|13|1090|111978|0.97
01|01003|000501000000000|87|23|111978|0.02
01|01003|000501000000000|88|171|111978|0.15
01|01003|000801000000000|01-187|1472|112081|1.31
01|01003|000801000000000|01-501|5500|112081|4.90
01|01003|000801000000000|01-502|39418|112081|35.16
01|01003|000801000000000|01-503|45467|112081|40.56
01|01003|000801000000000|01-504|7611|112081|6.79
01|01003|000801000000000|13|1105|112081|0.98
01|01003|000801000000000|5|959|112081|0.85
01|01003|000801000000000|87|3356|112081|2.99
01|01003|000801000000000|88|184|112081|0.16
01|01003|000901003000000|01-501|5669|111793|5.07
01|01003|000901003000000|01-502|39380|111793|35.22
01|01003|000901003000000|01-503|45412|111793|40.62
01|01003|000901003000000|01-504|7637|111793|6.83
01|01003|000901003000000|13|1141|111793|1.02
01|01003|000901003000000|5|977|111793|0.87
01|01004|000100000000000|13|1389|127544|1.08
01|01004|000100000000000|131|1529|127544|1.19
01|01004|000100000000000|132|427|127544|0.33
01|01004|000100000000000|133|5472|127544|4.29
01|01004|000100000000000|135|44508|127544|34.89
01|01004|000100000000000|136|54470|127544|42.70
01|01004|000100000000000|137|10009|127544|7.84
01|01004|000100000000000|36|187|127544|0.14
01|01004|000100000000000|57|221|127544|0.17
01|01004|000100000000000|87|3887|127544|3.04
01|01004|000201000000000|01-187|1375|127523|1.07
01|01004|000201000000000|01-262|426|127523|0.33
01|01004|000201000000000|01-343|340|127523|0.26
01|01004|000201000000000|01-501|5599|127523|4.39
01|01004|000201000000000|01-502|51665|127523|40.51
01|01004|000201000000000|01-503|45392|127523|35.59
01|01004|000201000000000|01-504|8814|127523|6.91
01|01004|000201000000000|13|1225|127523|0.96
01|01004|000201000000000|5|956|127523|0.74
01|01004|000201000000000|86|227|127523|0.17
01|01004|000201000000000|87|3481|127523|2.72
01|01004|000201000000000|88|196|127523|0.15
01|01004|000301000000000|01-187|1651|127585|1.29
01|01004|000301000000000|01-262|419|127585|0.32
01|01004|000301000000000|01-343|341|127585|0.26
01|01004|000301000000000|01-501|5989|127585|4.69
01|01004|000301000000000|01-502|50879|127585|39.87
01|01004|000301000000000|01-503|44928|127585|35.21
01|01004|000301000000000|01-504|8794|127585|6.89
01|01004|000301000000000|13|1229|127585|0.96
01|01004|000301000000000|5|959|127585|0.75
01|01004|000301000000000|86|236|127585|0.18
01|01004|000301000000000|87|3448|127585|2.70
01|01004|000301000000000|88|203|127585|0.15
01|01004|000501000000000|01-187|1276|128118|0.99
01|01004|000501000000000|01-501|5484|128118|4.28
01|01004|000501000000000|01-502|51627|128118|40.29
01|01004|000501000000000|01-503|46391|128118|36.20
01|01004|000501000000000|01-504|8467|128118|6.60
01|01004|000501000000000|13|1198|128118|0.93
01|01004|000501000000000|87|37|128118|0.02
01|01004|000501000000000|88|211|128118|0.16
01|01004|000801000000000|01-187|1318|128267|1.02
01|01004|000801000000000|01-501|5695|128267|4.43
01|01004|000801000000000|01-502|51217|128267|39.92
01|01004|000801000000000|01-503|45402|128267|35.39
01|01004|000801000000000|01-504|8285|128267|6.45
01|01004|000801000000000|13|1225|128267|0.95
01|01004|000801000000000|5|961|128267|0.74
01|01004|000801000000000|87|3360|128267|2.61
01|01004|000801000000000|88|221|128267|0.17
01|01004|000901004000000|01-501|5733|127448|4.49
01|01004|000901004000000|01-502|51431|127448|40.35
01|01004|000901004000000|01-503|45390|127448|35.61
01|01004|000901004000000|01-504|8334|127448|6.53
01|01004|000901004000000|13|1269|127448|0.99
01|01004|000901004000000|5|959|127448|0.75
01|01004|000901004000000|88|228|127448|0.17
01|01005|000100000000000|13|1586|114928|1.37
01|01005|000100000000000|131|1203|114928|1.04
01|01005|000100000000000|132|325|114928|0.28
01|01005|000100000000000|133|5494|114928|4.78
01|01005|000100000000000|135|46088|114928|40.10
01|01005|000100000000000|136|41652|114928|36.24
01|01005|000100000000000|137|10571|114928|9.19
01|01005|000100000000000|36|152|114928|0.13
01|01005|000100000000000|57|144|114928|0.12
01|01005|000100000000000|87|4104|114928|3.57
01|01005|000201000000000|01-187|1769|114878|1.53
01|01005|000201000000000|01-262|317|114878|0.27
01|01005|000201000000000|01-343|230|114878|0.20
01|01005|000201000000000|01-501|5927|114878|5.15
01|01005|000201000000000|01-502|40039|114878|34.85
01|01005|000201000000000|01-503|47169|114878|41.06
01|01005|000201000000000|01-504|9038|114878|7.86
01|01005|000201000000000|13|1338|114878|1.16
01|01005|000201000000000|5|813|114878|0.70
01|01005|000201000000000|86|96|114878|0.08
01|01005|000201000000000|87|3632|114878|3.16
01|01005|000201000000000|88|138|114878|0.12
01|01005|000301000000000|01-187|2299|114921|2.00
01|01005|000301000000000|01-262|312|114921|0.27
01|01005|000301000000000|01-343|229|114921|0.19
01|01005|000301000000000|01-501|6745|114921|5.86
01|01005|000301000000000|01-502|39108|114921|34.03
01|01005|000301000000000|01-503|46643|114921|40.58
01|01005|000301000000000|01-504|9040|114921|7.86
01|01005|000301000000000|13|1300|114921|1.13
01|01005|000301000000000|5|823|114921|0.71
01|01005|000301000000000|86|96|114921|0.08
01|01005|000301000000000|87|3608|114921|3.13
01|01005|000301000000000|88|140|114921|0.12
01|01005|000501000000000|01-187|1694|114949|1.47
01|01005|000501000000000|01-501|5761|114949|5.01
01|01005|000501000000000|01-502|40184|114949|34.95
01|01005|000501000000000|01-503|48211|114949|41.94
01|01005|000501000000000|01-504|8794|114949|7.65
01|01005|000501000000000|13|1275|114949|1.10
01|01005|000501000000000|87|41|114949|0.03
01|01005|000501000000000|88|141|114949|0.12
01|01005|000801000000000|01-187|1728|115239|1.49
01|01005|000801000000000|01-501|6292|115239|5.45
01|01005|000801000000000|01-502|39487|115239|34.26
01|01005|000801000000000|01-503|47237|115239|40.99
01|01005|000801000000000|01-504|8525|115239|7.39
01|01005|000801000000000|13|1305|115239|1.13
01|01005|000801000000000|5|800|115239|0.69
01|01005|000801000000000|87|3508|115239|3.04
01|01005|000801000000000|88|158|115239|0.13
01|01005|000901005000000|01-501|6296|114982|5.47
01|01005|000901005000000|01-502|39574|114982|34.41
01|01005|000901005000000|01-503|47291|114982|41.12
01|01005|000901005000000|01-504|8581|114982|7.46
01|01005|000901005000000|13|1357|114982|1.18
01|01005|000901005000000|5|787|114982|0.68
01|01006|000100000000000|13|1555|112229|1.38
01|01006|000100000000000|131|965|112229|0.85
01|01006|000100000000000|132|252|112229|0.22
01|01006|000100000000000|133|4706|112229|4.19
01|01006|000100000000000|135|51858|112229|46.20
01|01006|000100000000000|136|34302|112229|30.56
01|01006|000100000000000|137|10683|112229|9.51
01|01006|000100000000000|36|83|112229|0.07
01|01006|000100000000000|57|107|112229|0.09
01|01006|000100000000000|87|4212|112229|3.75
01|01006|000201000000000|01-187|1877|112285|1.67
01|01006|000201000000000|01-262|256|112285|0.22
01|01006|000201000000000|01-343|199|112285|0.17
01|01006|000201000000000|01-501|5236|112285|4.66
01|01006|000201000000000|01-502|32882|112285|29.28
01|01006|000201000000000|01-503|53247|112285|47.42
01|01006|000201000000000|01-504|8941|112285|7.96
01|01006|000201000000000|13|1271|112285|1.13
01|01006|000201000000000|5|737|112285|0.65
01|01006|000201000000000|86|82|112285|0.07
01|01006|000201000000000|87|3602|112285|3.20
01|01006|000201000000000|88|85|112285|0.07
01|01006|000301000000000|01-187|2523|112208|2.24
01|01006|000301000000000|01-262|254|112208|0.22
01|01006|000301000000000|01-343|203|112208|0.18
01|01006|000301000000000|01-501|5916|112208|5.27
01|01006|000301000000000|01-502|32048|112208|28.56
01|01006|000301000000000|01-503|52593|112208|46.87
01|01006|000301000000000|01-504|8952|112208|7.97
01|01006|000301000000000|13|1227|112208|1.09
01|01006|000301000000000|5|743|112208|0.66
01|01006|000301000000000|86|89|112208|0.07
01|01006|000301000000000|87|3566|112208|3.17
01|01006|000301000000000|88|94|112208|0.08
01|01006|000501000000000|01-187|1737|112327|1.54
01|01006|000501000000000|01-501|4974|112327|4.42
01|01006|000501000000000|01-502|33243|112327|29.59
01|01006|000501000000000|01-503|54273|112327|48.31
01|01006|000501000000000|01-504|8666|112327|7.71
01|01006|000501000000000|13|1197|112327|1.06
01|01006|000501000000000|87|83|112327|0.07
01|01006|000501000000000|88|88|112327|0.07
01|01006|000801000000000|01-187|1830|112443|1.62
01|01006|000801000000000|01-501|5428|112443|4.82
01|01006|000801000000000|01-502|32605|112443|28.99
01|01006|000801000000000|01-503|53241|112443|47.34
01|01006|000801000000000|01-504|8474|112443|7.53
01|01006|000801000000000|13|1235|112443|1.09
01|01006|000801000000000|5|737|112443|0.65
01|01006|000801000000000|87|3481|112443|3.09
01|01006|000801000000000|88|90|112443|0.08
01|01006|000901006000000|01-501|5519|112336|4.91
01|01006|000901006000000|01-502|32578|112336|29.00
01|01006|000901006000000|01-503|53250|112336|47.40
01|01006|000901006000000|01-504|8518|112336|7.58
01|01006|000901006000000|13|1270|112336|1.13
01|01006|000901006000000|5|717|112336|0.63
01|01006|000901006000000|87|3478|112336|3.09
01|01006|000901006000000|88|95|112336|0.08
01|01007|000100000000000|13|1510|123136|1.22
01|01007|000100000000000|131|1341|123136|1.08
01|01007|000100000000000|132|336|123136|0.27
01|01007|000100000000000|133|4887|123136|3.96
01|01007|000100000000000|135|49658|123136|40.32
01|01007|000100000000000|136|44199|123136|35.89
01|01007|000100000000000|137|11881|123136|9.64
01|01007|000100000000000|36|154|123136|0.12
01|01007|000100000000000|57|168|123136|0.13
01|01007|000100000000000|87|4724|123136|3.83
01|01007|000201000000000|01-187|1709|123090|1.38
01|01007|000201000000000|01-262|340|123090|0.27
01|01007|000201000000000|01-343|263|123090|0.21
01|01007|000201000000000|01-501|5246|123090|4.26
01|01007|000201000000000|01-502|42411|123090|34.45
01|01007|000201000000000|01-503|50901|123090|41.35
01|01007|000201000000000|01-504|10160|123090|8.25
01|01007|000201000000000|13|1296|123090|1.05
01|01007|000201000000000|5|908|123090|0.73
01|01007|000201000000000|86|160|123090|0.12
01|01007|000201000000000|87|4148|123090|3.36
01|01007|000201000000000|88|142|123090|0.11
01|01007|000301000000000|01-187|2203|122947|1.79
01|01007|000301000000000|01-262|357|122947|0.29
01|01007|000301000000000|01-343|271|122947|0.22
01|01007|000301000000000|01-501|5928|122947|4.82
01|01007|000301000000000|01-502|41532|122947|33.78
01|01007|000301000000000|01-503|50251|122947|40.87
01|01007|000301000000000|01-504|10099|122947|8.21
01|01007|000301000000000|13|1280|122947|1.04
01|01007|000301000000000|5|938|122947|0.76
01|01007|000301000000000|86|161|122947|0.13
01|01007|000301000000000|87|4101|122947|3.33
01|01007|000301000000000|88|159|122947|0.12
01|01007|000501000000000|01-187|1635|123839|1.32
01|01007|000501000000000|01-501|5075|123839|4.09
01|01007|000501000000000|01-502|43435|123839|35.07
01|01007|000501000000000|01-503|51816|123839|41.84
01|01007|000501000000000|01-504|9771|123839|7.89
01|01007|000501000000000|13|1229|123839|0.99
01|01007|000501000000000|87|26|123839|0.02
01|01007|000501000000000|88|156|123839|0.12
01|01007|000801000000000|01-187|1702|124249|1.36
01|01007|000801000000000|01-501|5421|124249|4.36
01|01007|000801000000000|01-502|42740|124249|34.39
01|01007|000801000000000|01-503|50931|124249|40.99
01|01007|000801000000000|01-504|9582|124249|7.71
01|01007|000801000000000|13|1272|124249|1.02
01|01007|000801000000000|5|935|124249|0.75
01|01007|000801000000000|87|3983|124249|3.20
01|01007|000801000000000|88|162|124249|0.13
01|01007|000901007000000|01-501|5464|123850|4.41
01|01007|000901007000000|01-502|42724|123850|34.49
01|01007|000901007000000|01-503|50984|123850|41.16
01|01007|000901007000000|01-504|9633|123850|7.77
01|01007|000901007000000|13|1343|123850|1.08
01|01007|000901007000000|5|936|123850|0.75
01|01007|000901007000000|88|167|123850|0.13
01|01008|000100000000000|13|834|103329|0.80
01|01008|000100000000000|131|1398|103329|1.35
01|01008|000100000000000|132|349|103329|0.33
01|01008|000100000000000|133|3935|103329|3.80
01|01008|000100000000000|135|31037|103329|30.03
01|01008|000100000000000|136|50679|103329|49.04
01|01008|000100000000000|137|8105|103329|7.84
01|01008|000100000000000|36|189|103329|0.18
01|01008|000100000000000|57|219|103329|0.21
01|01008|000100000000000|87|2881|103329|2.78
01|01008|000201000000000|01-187|820|102760|0.79
01|01008|000201000000000|01-262|353|102760|0.34
01|01008|000201000000000|01-343|310|102760|0.30
01|01008|000201000000000|01-501|3954|102760|3.84
01|01008|000201000000000|01-502|48386|102760|47.08
01|01008|000201000000000|01-503|31561|102760|30.71
01|01008|000201000000000|01-504|7228|102760|7.03
01|01008|000201000000000|13|787|102760|0.76
01|01008|000201000000000|5|550|102760|0.53
01|01008|000201000000000|86|213|102760|0.20
01|01008|000201000000000|87|2653|102760|2.58
01|01008|000201000000000|88|169|102760|0.16
01|01008|000301000000000|01-187|983|102725|0.95
01|01008|000301000000000|01-262|348|102725|0.33
01|01008|000301000000000|01-343|313|102725|0.30
01|01008|000301000000000|01-501|4078|102725|3.96
01|01008|000301000000000|01-502|47859|102725|46.58
01|01008|000301000000000|01-503|31362|102725|30.53
01|01008|000301000000000|01-504|7237|102725|7.04
01|01008|000301000000000|13|776|102725|0.75
01|01008|000301000000000|5|569|102725|0.55
01|01008|000301000000000|86|217|102725|0.21
01|01008|000301000000000|87|2620|102725|2.55
01|01008|000301000000000|88|173|102725|0.16
01|01008|000501000000000|01-187|806|103823|0.77
01|01008|000501000000000|01-501|3929|103823|3.78
01|01008|000501000000000|01-502|49144|103823|47.33
01|01008|000501000000000|01-503|32499|103823|31.30
01|01008|000501000000000|01-504|6943|103823|6.68
01|01008|000501000000000|13|770|103823|0.74
01|01008|000501000000000|87|84|103823|0.08
01|01008|000501000000000|88|198|103823|0.19
01|01008|000801000000000|01-187|831|104240|0.79
01|01008|000801000000000|01-501|4048|104240|3.88
01|01008|000801000000000|01-502|48757|104240|46.77
01|01008|000801000000000|01-503|31793|104240|30.49
01|01008|000801000000000|01-504|6918|104240|6.63
01|01008|000801000000000|13|780|104240|0.74
01|01008|000801000000000|5|575|104240|0.55
01|01008|000801000000000|87|2621|104240|2.51
01|01008|000801000000000|88|208|104240|0.19
01|01008|000901008000000|01-501|4099|104081|3.93
01|01008|000901008000000|01-502|48509|104081|46.60
01|01008|000901008000000|01-503|31848|104081|30.59
01|01008|000901008000000|01-504|6968|104081|6.69
01|01008|000901008000000|13|815|104081|0.78
01|01008|000901008000000|5|578|104081|0.55
01|01008|000901008000000|87|2612|104081|2.50
01|01008|000901008000000|88|204|104081|0.19
01|01009|000100000000000|13|1178|112646|1.04
01|01009|000100000000000|131|1351|112646|1.19
01|01009|000100000000000|132|384|112646|0.34
01|01009|000100000000000|133|4458|112646|3.95
01|01009|000100000000000|135|41481|112646|36.82
01|01009|000100000000000|136|43854|112646|38.93
01|01009|000100000000000|137|11713|112646|10.39
01|01009|000100000000000|36|134|112646|0.11
01|01009|000100000000000|57|156|112646|0.13
01|01009|000100000000000|87|4208|112646|3.73
01|01009|000201000000000|01-187|1273|112604|1.13
01|01009|000201000000000|01-262|390|112604|0.34
01|01009|000201000000000|01-343|250|112604|0.22
01|01009|000201000000000|01-501|4640|112604|4.12
01|01009|000201000000000|01-502|42361|112604|37.61
01|01009|000201000000000|01-503|42572|112604|37.80
01|01009|000201000000000|01-504|10304|112604|9.15
01|01009|000201000000000|13|1050|112604|0.93
01|01009|000201000000000|5|750|112604|0.66
01|01009|000201000000000|86|139|112604|0.12
01|01009|000201000000000|87|3772|112604|3.34
01|01009|000201000000000|88|135|112604|0.11
01|01009|000301000000000|01-187|1612|112651|1.43
01|01009|000301000000000|01-262|384|112651|0.34
01|01009|000301000000000|01-343|254|112651|0.22
01|01009|000301000000000|01-501|4930|112651|4.37
01|01009|000301000000000|01-502|41935|112651|37.22
01|01009|000301000000000|01-503|42175|112651|37.43
01|01009|000301000000000|01-504|10318|112651|9.15
01|01009|000301000000000|13|1042|112651|0.92
01|01009|000301000000000|5|772|112651|0.68
01|01009|000301000000000|86|144|112651|0.12
01|01009|000301000000000|87|3719|112651|3.30
01|01009|000301000000000|88|137|112651|0.12
01|01009|000501000000000|01-187|1251|112939|1.10
01|01009|000501000000000|01-501|4458|112939|3.94
01|01009|000501000000000|01-502|42905|112939|37.98
01|01009|000501000000000|01-503|43379|112939|38.40
01|01009|000501000000000|01-504|9895|112939|8.76
01|01009|000501000000000|13|1009|112939|0.89
01|01009|000501000000000|87|95|112939|0.08
01|01009|000501000000000|88|152|112939|0.13
01|01009|000801000000000|01-187|1278|113270|1.12
01|01009|000801000000000|01-501|4679|113270|4.13
01|01009|000801000000000|01-502|42434|113270|37.46
01|01009|000801000000000|01-503|42665|113270|37.66
01|01009|000801000000000|01-504|9648|113270|8.51
01|01009|000801000000000|13|1039|113270|0.91
01|01009|000801000000000|5|765|113270|0.67
01|01009|000801000000000|87|3691|113270|3.25
01|01009|000801000000000|88|154|113270|0.13
01|01009|000901009000000|01-501|4751|113089|4.20
01|01009|000901009000000|01-502|42431|113089|37.52
01|01009|000901009000000|01-503|42638|113089|37.70
01|01009|000901009000000|01-504|9651|113089|8.53
01|01009|000901009000000|13|1060|113089|0.93
01|01009|000901009000000|5|769|113089|0.67
01|01009|000901009000000|87|3650|113089|3.22
01|01009|000901009000000|88|159|113089|0.14
01|01010|000100000000000|13|1424|113484|1.25
01|01010|000100000000000|131|1430|113484|1.26
01|01010|000100000000000|132|329|113484|0.28
01|01010|000100000000000|133|4990|113484|4.39
01|01010|000100000000000|135|45498|113484|40.09
01|01010|000100000000000|136|39245|113484|34.58
01|01010|000100000000000|137|12177|113484|10.73
01|01010|000100000000000|36|117|113484|0.10
01|01010|000100000000000|57|158|113484|0.13
01|01010|000100000000000|87|4209|113484|3.70
01|01010|000201000000000|01-187|1705|113529|1.50
01|01010|000201000000000|01-262|340|113529|0.29
01|01010|000201000000000|01-343|257|113529|0.22
01|01010|000201000000000|01-501|5262|113529|4.63
01|01010|000201000000000|01-502|37851|113529|33.34
01|01010|000201000000000|01-503|46737|113529|41.16
01|01010|000201000000000|01-504|10581|113529|9.32
01|01010|000201000000000|13|1245|113529|1.09
01|01010|000201000000000|5|957|113529|0.84
01|01010|000201000000000|86|106|113529|0.09
01|01010|000201000000000|87|3679|113529|3.24
01|01010|000201000000000|88|122|113529|0.10
01|01010|000301000000000|01-187|2138|113532|1.88
01|01010|000301000000000|01-262|337|113532|0.29
01|01010|000301000000000|01-343|264|113532|0.23
01|01010|000301000000000|01-501|5709|113532|5.02
01|01010|000301000000000|01-502|37308|113532|32.86
01|01010|000301000000000|01-503|46142|113532|40.64
01|01010|000301000000000|01-504|10532|113532|9.27
01|01010|000301000000000|13|1214|113532|1.06
01|01010|000301000000000|5|991|113532|0.87
01|01010|000301000000000|86|117|113532|0.10
01|01010|000301000000000|87|3587|113532|3.15
01|01010|000301000000000|88|125|113532|0.11
01|01010|000501000000000|01-187|1605|113715|1.41
01|01010|000501000000000|01-501|4897|113715|4.30
01|01010|000501000000000|01-502|38226|113715|33.61
01|01010|000501000000000|01-503|47651|113715|41.90
01|01010|000501000000000|01-504|10248|113715|9.01
01|01010|000501000000000|13|1158|113715|1.01
01|01010|000501000000000|87|57|113715|0.05
01|01010|000501000000000|88|148|113715|0.13
01|01010|000801000000000|01-187|1640|113873|1.44
01|01010|000801000000000|01-501|5194|113873|4.56
01|01010|000801000000000|01-502|37677|113873|33.08
01|01010|000801000000000|01-503|46635|113873|40.95
01|01010|000801000000000|01-504|10049|113873|8.82
01|01010|000801000000000|13|1195|113873|1.04
01|01010|000801000000000|5|945|113873|0.82
01|01010|000801000000000|87|3534|113873|3.10
01|01010|000801000000000|88|143|113873|0.12
01|01010|000901010000000|01-501|5240|113785|4.60
01|01010|000901010000000|01-502|37666|113785|33.10
01|01010|000901010000000|01-503|46591|113785|40.94
01|01010|000901010000000|01-504|10092|113785|8.86
01|01010|000901010000000|13|1224|113785|1.07
01|01010|000901010000000|5|931|113785|0.81
01|01010|000901010000000|87|3515|113785|3.08
01|01011|000100000000000|13|1509|132338|1.14
01|01011|000100000000000|131|1497|132338|1.13
01|01011|000100000000000|132|384|132338|0.29
01|01011|000100000000000|133|5277|132338|3.98
01|01011|000100000000000|135|58510|132338|44.21
01|01011|000100000000000|136|41596|132338|31.43
